| 17        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 12        |           |
| 3         |           |
| 16        |           |
| 6         |           |
| 19        |           |
| 15        |           |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
-------------------------
| 2         |        17 |
| 4         |           |
| 5         |           |
| 12        |           |
| 3         |           |
| 16        |           |
| 6         |           |
| 19        |           |
| 15        |           |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
-------------------------
| 4         |        17 |
| 5         |           |
| 12        |           |
| 3         |           |
| 16        |           |
| 6         |           |
| 19        |           |
| 15        |           |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
-------------------------
| 5         |        17 |
| 12        |           |
| 3         |           |
| 16        |           |
| 6         |           |
| 19        |           |
| 15        |           |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
-------------------------
| 12        |        17 |
| 3         |           |
| 16        |           |
| 6         |           |
| 19        |           |
| 15        |           |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
-------------------------
| 3         |        12 |
| 16        |        17 |
| 6         |           |
| 19        |           |
| 15        |           |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
-------------------------
| 16        |        12 |
| 6         |        17 |
| 19        |           |
| 15        |           |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
-------------------------
| 6         |        16 |
| 19        |        12 |
| 15        |        17 |
| 18        |           |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
-------------------------
| 19        |        16 |
| 15        |        12 |
| 18        |        17 |
| 11        |           |
| 20        |           |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
| 6         |           |
-------------------------
| 15        |        19 |
| 18        |        16 |
| 11        |        12 |
| 20        |        17 |
| 13        |           |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
| 6         |           |
-------------------------
| 18        |        19 |
| 11        |        16 |
| 20        |        12 |
| 13        |        17 |
| 7         |           |
| 9         |           |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
| 6         |           |
| 15        |           |
-------------------------
| 11        |        18 |
| 20        |        19 |
| 13        |        16 |
| 7         |        12 |
| 9         |        17 |
| 1         |           |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
| 6         |           |
| 15        |           |
-------------------------
| 20        |        18 |
| 13        |        19 |
| 7         |        16 |
| 9         |        12 |
| 1         |        17 |
| 8         |           |
| 14        |           |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
| 6         |           |
| 15        |           |
| 11        |           |
-------------------------
| 13        |        20 |
| 7         |        18 |
| 9         |        19 |
| 1         |        16 |
| 8         |        12 |
| 14        |        17 |
| 10        |           |
| 2         |           |
| 4         |           |
| 5         |           |
| 3         |           |
| 6         |           |
| 15        |           |
| 11        |           |
-------------------------
| 7         |        13 |
| 9         |        20 |
| 1         |        18 |
| 8         |        19 |
| 14        |        16 |
| 10        |        12 |
| 2         |        17 |
| 4         |           |
| 5         |           |
| 3         |           |
| 6         |           |
| 15        |           |
| 11        |           |
-------------------------
| 9         |        13 |
| 1         |        20 |
| 8         |        18 |
| 14        |        19 |
| 10        |        16 |
| 2         |        12 |
| 4         |        17 |
| 5         |           |
| 3         |           |
| 6         |           |
| 15        |           |
| 11        |           |
| 7         |           |
-------------------------
| 1         |         9 |
| 8         |        13 |
| 14        |        20 |
| 10        |        18 |
| 2         |        19 |
| 4         |        16 |
| 5         |        12 |
| 3         |        17 |
| 6         |           |
| 15        |           |
| 11        |           |
| 7         |           |
-------------------------
| 8         |         9 |
| 14        |        13 |
| 10        |        20 |
| 2         |        18 |
| 4         |        19 |
| 5         |        16 |
| 3         |        12 |
| 6         |        17 |
| 15        |           |
| 11        |           |
| 7         |           |
| 1         |           |
-------------------------
| 14        |         9 |
| 10        |        13 |
| 2         |        20 |
| 4         |        18 |
| 5         |        19 |
| 3         |        16 |
| 6         |        12 |
| 15        |        17 |
| 11        |           |
| 7         |           |
| 1         |           |
| 8         |           |
-------------------------
| 10        |        14 |
| 2         |         9 |
| 4         |        13 |
| 5         |        20 |
| 3         |        18 |
| 6         |        19 |
| 15        |        16 |
| 11        |        12 |
| 7         |        17 |
| 1         |           |
| 8         |           |
-------------------------
| 2         |        10 |
| 4         |        14 |
| 5         |         9 |
| 3         |        13 |
| 6         |        20 |
| 15        |        18 |
| 11        |        19 |
| 7         |        16 |
| 1         |        12 |
| 8         |        17 |
-------------------------
| 4         |        10 |
| 5         |        14 |
| 3         |         9 |
| 6         |        13 |
| 15        |        20 |
| 11        |        18 |
| 7         |        19 |
| 1         |        16 |
| 8         |        12 |
| 2         |        17 |
-------------------------
| 5         |        10 |
| 3         |        14 |
| 6         |         9 |
| 15        |        13 |
| 11        |        20 |
| 7         |        18 |
| 1         |        19 |
| 8         |        16 |
| 2         |        12 |
| 4         |        17 |
-------------------------
| 3         |         5 |
| 6         |        10 |
| 15        |        14 |
| 11        |         9 |
| 7         |        13 |
| 1         |        20 |
| 8         |        18 |
| 2         |        19 |
| 4         |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 6         |         5 |
| 15        |        10 |
| 11        |        14 |
| 7         |         9 |
| 1         |        13 |
| 8         |        20 |
| 2         |        18 |
| 4         |        19 |
| 3         |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 15        |         5 |
| 11        |        10 |
| 7         |        14 |
| 1         |         9 |
| 8         |        13 |
| 2         |        20 |
| 4         |        18 |
| 3         |        19 |
| 6         |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 11        |        15 |
| 7         |         5 |
| 1         |        10 |
| 8         |        14 |
| 2         |         9 |
| 4         |        13 |
| 3         |        20 |
| 6         |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 7         |        11 |
| 1         |        15 |
| 8         |         5 |
| 2         |        10 |
| 4         |        14 |
| 3         |         9 |
| 6         |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 1         |         7 |
| 8         |        11 |
| 2         |        15 |
| 4         |         5 |
| 3         |        10 |
| 6         |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 8         |         7 |
| 2         |        11 |
| 4         |        15 |
| 3         |         5 |
| 6         |        10 |
| 1         |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 2         |         8 |
| 4         |         7 |
| 3         |        11 |
| 6         |        15 |
| 1         |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 4         |         8 |
| 3         |         7 |
| 6         |        11 |
| 1         |        15 |
| 2         |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 3         |         4 |
| 6         |         8 |
| 1         |         7 |
| 2         |        11 |
|           |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 6         |         4 |
| 1         |         8 |
| 2         |         7 |
| 3         |        11 |
|           |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 1         |         6 |
| 2         |         4 |
| 3         |         8 |
|           |         7 |
|           |        11 |
|           |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
MERGESORT ENDED NOW
| 2         |         4 |
| 3         |         8 |
| 1         |         7 |
|           |        11 |
|           |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
|           |         6 |
-------------------------
| 3         |         8 |
| 1         |         7 |
| 2         |        11 |
|           |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
|           |         6 |
|           |         4 |
-------------------------
| 3         |         7 |
| 1         |        11 |
| 2         |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
|           |         6 |
|           |         4 |
|           |         8 |
-------------------------
| 7         |        11 |
| 3         |        15 |
| 1         |         5 |
| 2         |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
|           |         6 |
|           |         4 |
|           |         8 |
-------------------------
| 7         |         8 |
| 3         |        11 |
| 1         |        15 |
| 2         |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
|           |         6 |
|           |         4 |
-------------------------
| 7         |         4 |
| 3         |         8 |
| 1         |        11 |
| 2         |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
|           |         6 |
-------------------------
| 7         |         6 |
| 3         |         4 |
| 1         |         8 |
| 2         |        11 |
|           |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
|           |        17 |
-------------------------
| 7         |        17 |
| 3         |         6 |
| 1         |         4 |
| 2         |         8 |
|           |        11 |
|           |        15 |
|           |         5 |
|           |        10 |
|           |        14 |
|           |         9 |
|           |        13 |
|           |        20 |
|           |        18 |
|           |        19 |
|           |        16 |
|           |        12 |
-------------------------
| 7         |        12 |
| 3         |        17 |
| 1         |         6 |
